    ,0
1124,Innocents                                                                             ,The (1961) Thriller
1125,Old Man and the Sea                                                                   ,The (1958) Adventure Drama
1126,Truman Show                                                                           ,The (1998) Drama
1127,Heidi Fleiss: Hollywood Madam (1995) Documentary
1128,Chungking Express (1994) Drama Mystery Romance
1129,Jupiter's Wife (1994) Documentary
1130,Safe (1995) Thriller
1131,Feeling Minnesota (1996) Drama Romance
1132,Escape to Witch Mountain (1975) Adventure Children's Fantasy
1133,Get on the Bus (1996) Drama
1134,Doors                                                                                 ,The (1991) Drama Musical
1135,Ghosts of Mississippi (1996) Drama
1136,Beautiful Thing (1996) Drama Romance
1137,Best Men (1997) Action Comedy Crime Drama
1138,Hackers (1995) Action Crime Thriller
1139,Road to Wellville                                                                     ,The (1994) Comedy
1140,War Room                                                                              ,The (1993) Documentary
1141,When We Were Kings (1996) Documentary
1142,Hard Eight (1996) Crime Thriller
1143,Quiet Room                                                                            ,The (1996) Drama
1144,Blue Chips (1994) Drama
1145,Calendar Girl (1993) Drama
1146,My Family (1995) Drama
1147,Tom & Viv (1994) Drama
1148,Walkabout (1971) Drama
1149,Last Dance (1996) Drama
1150,Original Gangstas (1996) Crime
1151,In Love and War (1996) Romance War
1152,Backbeat (1993) Drama Musical
1153,Alphaville (1965) Sci-Fi
1154,Rendezvous in Paris (Rendez-vous de Paris                                             ,Les) (1995) Comedy Romance
1155,Cyclo (1995) Crime Drama
1156,Relic                                                                                 ,The (1997) Horror
1157,Fille seule                                                                           ,La (A Single Girl) (1995) Drama
1158,Stalker (1979) Mystery Sci-Fi
1159,Love! Valour! Compassion! (1997) Drama Romance
1160,Palookaville (1996) Action Drama
1161,Phat Beach (1996) Comedy
1162,Portrait of a Lady                                                                    ,The (1996) Drama
1163,Zeus and Roxanne (1997) Children's
1164,Big Bully (1996) Comedy Drama
1165,Love & Human Remains (1993) Comedy
1166,Sum of Us                                                                             ,The (1994) Comedy
1167,Little Buddha (1993) Drama
1168,Fresh (1994) Drama
1169,Spanking the Monkey (1994) Comedy Drama
1170,Wild Reeds (1994) Drama
1171,Women                                                                                 ,The (1939) Comedy
1172,Bliss (1997) Drama Romance
1173,Caught (1996) Drama Thriller
1174,Hugo Pool (1997) Romance
1175,Welcome To Sarajevo (1997) Drama War
1176,Dunston Checks In (1996) Comedy
1177,Major Payne (1994) Comedy
1178,Man of the House (1995) Comedy
1179,I Love Trouble (1994) Action Comedy
1180,Low Down Dirty Shame                                                                  ,A (1994) Action Comedy
1181,Cops and Robbersons (1994) Comedy
1182,Cowboy Way                                                                            ,The (1994) Action Comedy
1183,Endless Summer 2                                                                      ,The (1994) Documentary
1184,In the Army Now (1994) Comedy War
1185,Inkwell                                                                               ,The (1994) Comedy Drama
1186,Switchblade Sisters (1975) Crime
1187,Young Guns II (1990) Action Comedy Western
1188,Prefontaine (1997) Drama
1189,That Old Feeling (1997) Comedy Romance
1190,Letter From Death Row                                                                 ,A (1998) Crime Drama
1191,Boys of St. Vincent                                                                   ,The (1993) Drama
1192,Before the Rain (Pred dozhdot) (1994) Drama
1193,Once Were Warriors (1994) Crime Drama
1194,Strawberry and Chocolate (Fresa y chocolate) (1993) Drama
1195,Savage Nights (Nuits fauves                                                           ,Les) (1992) Drama
1196,Family Thing                                                                          ,A (1996) Comedy Drama
1197,Purple Noon (1960) Crime Thriller
1198,Cemetery Man (Dellamorte Dellamore) (1994) Comedy Horror
1199,Kim (1950) Children's Drama
1200,Marlene Dietrich: Shadow and Light (1996) Documentary
1201,Maybe                                                                                 ,Maybe Not (Bewegte Mann                                             ,Der) (1994) Comedy
1202,Top Hat (1935) Comedy Musical Romance
1203,To Be or Not to Be (1942) Comedy Drama War
1204,Secret Agent                                                                          ,The (1996) Drama
1205,Amos & Andrew (1993) Comedy
1206,Jade (1995) Thriller
1207,Kiss of Death (1995) Crime Drama Thriller
1208,Mixed Nuts (1994) Comedy
1209,Virtuosity (1995) Sci-Fi Thriller
1210,Blue Sky (1994) Drama Romance
1211,Flesh and Bone (1993) Drama Mystery Romance
1212,Guilty as Sin (1993) Crime Drama Thriller
1213,In the Realm of the Senses (Ai no corrida) (1976) Drama
1214,Barb Wire (1996) Action Sci-Fi
1215,Kissed (1996) Romance
1216,Assassins (1995) Thriller
1217,Friday (1995) Comedy
1218,Goofy Movie                                                                           ,A (1995) Animation Children's Comedy Romance
1219,Higher Learning (1995) Drama
1220,When a Man Loves a Woman (1994) Drama
1221,Judgment Night (1993) Action
1222,King of the Hill (1993) Drama
1223,Scout                                                                                 ,The (1994) Drama
1224,Angus (1995) Comedy
1225,Night Falls on Manhattan (1997) Crime Drama
1226,Awfully Big Adventure                                                                 ,An (1995) Drama
1227,Under Siege 2: Dark Territory (1995) Action
1228,Poison Ivy II (1995) Drama Thriller
1229,Ready to Wear (Pret-A-Porter) (1994) Comedy
1230,Marked for Death (1990) Action Drama
1231,Madonna: Truth or Dare (1991) Documentary
1232,N nette et Boni (1996) Drama
1233,Chairman of the Board (1998) Comedy
1234,Big Bang Theory                                                                       ,The (1994) Crime
1235,Other Voices                                                                          ,Other Rooms (1997) Drama
1236,Twisted (1996) Comedy Drama
1237,Full Speed (1996) Drama
1238,Cutthroat Island (1995) Action Adventure Romance
1239,Ghost in the Shell (Kokaku kidotai) (1995) Animation Sci-Fi
1240,Van                                                                                   ,The (1996) Comedy Drama
1241,Old Lady Who Walked in the Sea                                                        ,The (Vieille qui marchait dans la mer                               ,La) (1991) Comedy
1242,Night Flier (1997) Horror
1243,Metro (1997) Action
1244,Gridlock'd (1997) Crime
1245,Bushwhacked (1995) Comedy
1246,Bad Girls (1994) Western
1247,Blink (1994) Thriller
1248,For Love or Money (1993) Comedy
1249,Best of the Best 3: No Turning Back (1995) Action
1250,A Chef in Love (1996) Comedy
1251,Contempt (M pris                                                                      ,Le) (1963) Drama
1252,Tie That Binds                                                                        ,The (1995) Thriller
1253,Gone Fishin' (1997) Comedy
1254,Broken English (1996) Drama
1255,Designated Mourner                                                                    ,The (1997) Drama
1256,Designated Mourner                                                                    ,The (1997) Drama
1257,Trial and Error (1997) Comedy Romance
1258,Pie in the Sky (1995) Comedy Romance
1259,Total Eclipse (1995) Drama
1260,Run of the Country                                                                    ,The (1995) Drama
1261,Walking and Talking (1996) Romance
1262,Foxfire (1996) Drama
1263,Nothing to Lose (1994) Drama
1264,Star Maps (1997) Drama
1265,Bread and Chocolate (Pane e cioccolata) (1973) Drama
1266,Clockers (1995) Drama
1267,Bitter Moon (1992) Drama
1268,Love in the Afternoon (1957) Comedy Romance
1269,Life with Mikey (1993) Comedy
1270,North (1994) Comedy
1271,Talking About Sex (1994) Comedy Drama
1272,Color of Night (1994) Drama Thriller
1273,Robocop 3 (1993) Sci-Fi Thriller
1274,Killer (Bulletproof Heart) (1994) Thriller
1275,Sunset Park (1996) Drama
1276,Set It Off (1996) Action Crime
1277,Selena (1997) Drama Musical
1278,Wild America (1997) Adventure Children's
1279,Gang Related (1997) Crime
1280,Manny & Lo (1996) Drama
1281,Grass Harp                                                                            ,The (1995) Drama
1282,Out to Sea (1997) Comedy
1283,Before and After (1996) Drama Mystery
1284,Princess Caraboo (1994) Drama
1285,Shall We Dance? (1937) Comedy Musical Romance
1286,Ed (1996) Comedy
1287,Denise Calls Up (1995) Comedy
1288,Jack and Sarah (1995) Romance
1289,Country Life (1994) Drama Romance
1290,Celtic Pride (1996) Comedy
1291,Simple Wish                                                                           ,A (1997) Children's Fantasy
1292,Star Kid (1997) Adventure Children's Fantasy Sci-Fi
1293,Ayn Rand: A Sense of Life (1997) Documentary
1294,Kicked in the Head (1997) Comedy Drama
1295,Indian Summer (1996) Comedy Drama
1296,Love Affair (1994) Drama Romance
1297,Band Wagon                                                                            ,The (1953) Comedy Musical
1298,Penny Serenade (1941) Drama Romance
1299,'Til There Was You (1997) Drama Romance
1300,Stripes (1981) Comedy
1301,Late Bloomers (1996) Comedy
1302,Getaway                                                                               ,The (1994) Action
1303,New York Cop (1996) Action Crime
1304,National Lampoon's Senior Trip (1995) Comedy
1305,Delta of Venus (1994) Drama
1306,Carmen Miranda: Bananas Is My Business (1994) Documentary
1307,Babyfever (1994) Comedy Drama
1308,Very Natural Thing                                                                    ,A (1974) Drama
1309,Walk in the Sun                                                                       ,A (1945) Drama
1310,Waiting to Exhale (1995) Comedy Drama
1311,Pompatus of Love                                                                      ,The (1996) Comedy Drama
1312,Palmetto (1998) Film-Noir Mystery Thriller
1313,Surviving the Game (1994) Action Adventure Thriller
1314,Inventing the Abbotts (1997) Drama Romance
1315,Horse Whisperer                                                                       ,The (1998) Drama
1316,Journey of August King                                                                ,The (1995) Drama
1317,Catwalk (1995) Documentary
1318,Neon Bible                                                                            ,The (1995) Drama
1319,Homage (1995) Drama
1320,Open Season (1996) Comedy
1321,Metisse (Caf au Lait) (1993) Comedy
1322,Wooden Man's Bride                                                                    ,The (Wu Kui) (1994) Drama
1323,Loaded (1994) Drama Thriller
1324,August (1996) Drama
1325,Boys (1996) Drama
1326,Captives (1994) Drama
1327,Of Love and Shadows (1994) Drama
1328,Low Life                                                                              ,The (1994) Drama
1329,An Unforgettable Summer (1994) Drama
1330,Last Klezmer: Leopold Kozlowski                                                       ,His Life and Music                                                  ,The (1995) Documentary
1331,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993) Drama
1332,Midnight Dancers (Sibak) (1994) Comedy Drama
1333,Somebody to Love (1994) Drama
1334,American Buffalo (1996) Drama
1335,Kazaam (1996) Children's Comedy Fantasy
1336,Larger Than Life (1996) Comedy
1337,Two Deaths (1995) Drama
1338,Stefano Quantestorie (1993) Comedy Drama
1339,Crude Oasis                                                                           ,The (1995) Romance
1340,Hedd Wyn (1992) Drama
1341,Convent                                                                               ,The (Convento                                                       ,O) (1995) Drama
1342,Lotto Land (1995) Drama
1343,Story of Xinghua                                                                      ,The (1993) Drama
1344,Day the Sun Turned Cold                                                               ,The (Tianguo niezi) (1994) Drama
1345,Dingo (1992) Drama
1346,Ballad of Narayama                                                                    ,The (Narayama Bushiko) (1958) Drama
1347,Every Other Weekend (1990) Drama
1348,Mille bolle blu (1993) Comedy
1349,Crows and Sparrows (1949) Drama
1350,Lover's Knot (1996) Comedy
1351,Shadow of Angels (Schatten der Engel) (1976) Drama
1352,1-900 (1994) Romance
1353,Venice/Venice (1992) Drama
1354,Infinity (1996) Drama
1355,Ed's Next Move (1996) Comedy
1356,For the Moment (1994) Romance War
1357,The Deadly Cure (1996) Action
1358,Boys in Venice (1996) Drama
1359,Sexual Life of the Belgians                                                           ,The (1994) Comedy
1360,Search for One-eye Jimmy                                                              ,The (1996) Comedy
1361,American Strays (1996) Action
1362,Leopard Son                                                                           ,The (1996) Documentary
1363,Bird of Prey (1996) Action
1364,Johnny 100 Pesos (1993) Action Drama
1365,JLG/JLG - autoportrait de d cembre (1994) Documentary Drama
1366,Faust (1994) Animation
1367,Mina Tannenbaum (1994) Drama
1368,Forbidden Christ                                                                      ,The (Cristo proibito                                                ,Il) (1950) Drama
1369,I Can't Sleep (J'ai pas sommeil) (1994) Drama Thriller
1370,Machine                                                                               ,The (1994) Comedy Horror
1371,Stranger                                                                              ,The (1994) Action
1372,Good Morning (1971) unknown
1373,Falling in Love Again (1980) Comedy
1374,Cement Garden                                                                         ,The (1993) Drama
1375,Meet Wally Sparks (1997) Comedy
1376,Hotel de Love (1996) Comedy Romance
1377,Rhyme & Reason (1997) Documentary
1378,Love and Other Catastrophes (1996) Romance
1379,Hollow Reed (1996) Drama
1380,Losing Chase (1996) Drama
1381,Bonheur                                                                               ,Le (1965) Drama
1382,Second Jungle Book: Mowgli & Baloo                                                    ,The (1997) Adventure Children's
1383,Squeeze (1996) Drama
1384,Roseanna's Grave (For Roseanna) (1997) Comedy Romance
1385,Tetsuo II: Body Hammer (1992) Sci-Fi
1386,Fall (1997) Romance
1387,Gabbeh (1996) Drama
1388,Mondo (1996) Drama
1389,Innocent Sleep                                                                        ,The (1995) Crime
1390,For Ever Mozart (1996) Drama
1391,Locusts                                                                               ,The (1997) Drama
1392,Stag (1997) Action Thriller
1393,Swept from the Sea (1997) Romance
1394,Hurricane Streets (1998) Drama
1395,Stonewall (1995) Drama
1396,Of Human Bondage (1934) Drama
1397,Anna (1996) Drama
1398,Stranger in the House (1997) Thriller
1399,Picture Bride (1995) Drama Romance
1400,M. Butterfly (1993) Drama
1401,Ciao                                                                                  ,Professore! (1993) Drama
1402,Caro Diario (Dear Diary) (1994) Comedy Drama
1403,Withnail and I (1987) Comedy
1404,Boy's Life 2 (1997) Drama
1405,When Night Is Falling (1995) Drama Romance
1406,Specialist                                                                            ,The (1994) Action
1407,Gordy (1995) Comedy
1408,Swan Princess                                                                         ,The (1994) Animation Children's
1409,Harlem (1993) Drama
1410,Barbarella (1968) Adventure Sci-Fi
1411,Land Before Time III: The Time of the Great Giving (1995) (V) Animation Children's
1412,Street Fighter (1994) Action
1413,Coldblooded (1995) Action
1414,Next Karate Kid                                                                       ,The (1994) Action Children's
1415,No Escape (1994) Action Sci-Fi
1416,Turning                                                                               ,The (1992) Drama
1417,Joy Luck Club                                                                         ,The (1993) Drama
1418,Highlander III: The Sorcerer (1994) Action Sci-Fi
1419,Gilligan's Island: The Movie (1998) Comedy
1420,My Crazy Life (Mi vida loca) (1993) Drama
1421,Suture (1993) Film-Noir Thriller
1422,Walking Dead                                                                          ,The (1995) Drama War
1423,I Like It Like That (1994) Comedy Drama Romance
1424,I'll Do Anything (1994) Comedy Drama
1425,Grace of My Heart (1996) Comedy Drama
1426,Drunks (1995) Drama
1427,SubUrbia (1997) Comedy
1428,Sliding Doors (1998) Drama Romance
1429,Ill Gotten Gains (1997) Drama
1430,Legal Deceit (1997) Thriller
1431,Mighty                                                                                ,The (1998) Drama
1432,Men of Means (1998) Action Drama
1433,Shooting Fish (1997) Romance
1434,Steal Big                                                                             ,Steal Little (1995) Comedy
1435,Mr. Jones (1993) Drama Romance
1436,House Party 3 (1994) Comedy
1437,Panther (1995) Drama
1438,Jason's Lyric (1994) Crime Drama
1439,Above the Rim (1994) Drama
1440,Moonlight and Valentino (1995) Drama Romance
1441,Scarlet Letter                                                                        ,The (1995) Drama
1442,8 Seconds (1994) Drama
1443,That Darn Cat! (1965) Children's Comedy Mystery
1444,Ladybird Ladybird (1994) Drama
1445,Bye Bye                                                                               ,Love (1995) Comedy
1446,Century (1993) Drama
1447,My Favorite Season (1993) Drama
1448,Pather Panchali (1955) Drama
1449,Golden Earrings (1947) Adventure Romance
1450,Foreign Correspondent (1940) Thriller
1451,Lady of Burlesque (1943) Comedy Mystery
1452,Angel on My Shoulder (1946) Crime Drama
1453,Angel and the Badman (1947) Western
1454,Outlaw                                                                                ,The (1943) Western
1455,Beat the Devil (1954) Comedy Drama
1456,Love Is All There Is (1996) Comedy Drama
1457,Damsel in Distress                                                                    ,A (1937) Comedy Musical Romance
1458,Madame Butterfly (1995) Musical
1459,Sleepover (1995) Comedy Drama
1460,Here Comes Cookie (1935) Comedy
1461,Thieves (Voleurs                                                                      ,Les) (1996) Crime Drama Romance
1462,Boys                                                                                  ,Les (1997) Comedy
1463,Stars Fell on Henrietta                                                               ,The (1995) Drama
1464,Last Summer in the Hamptons (1995) Comedy Drama
1465,Margaret's Museum (1995) Drama
1466,Saint of Fort Washington                                                              ,The (1993) Drama
1467,Cure                                                                                  ,The (1995) Drama
1468,Tom and Huck (1995) Adventure Children's
1469,Gumby: The Movie (1995) Animation Children's
1470,Hideaway (1995) Thriller
1471,Visitors                                                                              ,The (Visiteurs                                                      ,Les) (1993) Comedy Sci-Fi
1472,Little Princess                                                                       ,The (1939) Children's Drama
1473,Nina Takes a Lover (1994) Comedy Romance
1474,Bhaji on the Beach (1993) Comedy Drama
1475,Raw Deal (1948) Film-Noir
1476,Nightwatch (1997) Horror Thriller
1477,Dead Presidents (1995) Action Crime Drama
1478,Reckless (1995) Comedy
1479,Herbie Rides Again (1974) Adventure Children's Comedy
1480,S.F.W. (1994) Drama
1481,Gate of Heavenly Peace                                                                ,The (1995) Documentary
1482,Man in the Iron Mask                                                                  ,The (1998) Action Drama Romance
1483,Jerky Boys                                                                            ,The (1994) Action Comedy
1484,Colonel Chabert                                                                       ,Le (1994) Drama Romance War
1485,Girl in the Cadillac (1995) Drama
1486,Even Cowgirls Get the Blues (1993) Comedy Romance
1487,Germinal (1993) Drama
1488,Chasers (1994) Comedy
1489,Fausto (1993) Comedy
1490,Tough and Deadly (1995) Action Drama Thriller
1491,Window to Paris (1994) Comedy
1492,Modern Affair                                                                         ,A (1995) Romance
1493,Mostro                                                                                ,Il (1994) Comedy
1494,Flirt (1995) Drama
1495,Carpool (1996) Comedy Crime
1496,Line King: Al Hirschfeld                                                              ,The (1996) Documentary
1497,Farmer & Chase (1995) Comedy
1498,Grosse Fatigue (1994) Comedy
1499,Santa with Muscles (1996) Comedy
1500,Prisoner of the Mountains (Kavkazsky Plennik) (1996) War
1501,Naked in New York (1994) Comedy Romance
1502,Gold Diggers: The Secret of Bear Mountain (1995) Adventure Children's
1503,Bewegte Mann                                                                          ,Der (1994) Comedy
1504,Killer: A Journal of Murder (1995) Crime Drama
1505,Nelly & Monsieur Arnaud (1995) Drama
1506,Three Lives and Only One Death (1996) Comedy
1507,Babysitter                                                                            ,The (1995) Drama Thriller
1508,Getting Even with Dad (1994) Comedy
1509,Mad Dog Time (1996) Crime
1510,Children of the Revolution (1996) Comedy
1511,World of Apu                                                                          ,The (Apur Sansar) (1959) Drama
1512,Sprung (1997) Comedy
1513,Dream With the Fishes (1997) Drama
1514,Wings of Courage (1995) Adventure Romance
1515,Wedding Gift                                                                          ,The (1994) Drama
1516,Race the Sun (1996) Drama
1517,Losing Isaiah (1995) Drama
1518,New Jersey Drive (1995) Crime Drama
1519,Fear                                                                                  ,The (1995) Horror
1520,Mr. Wonderful (1993) Comedy Romance
1521,Trial by Jury (1994) Thriller
1522,Good Man in Africa                                                                    ,A (1994) Action Adventure
1523,Kaspar Hauser (1993) Drama
1524,Object of My Affection                                                                ,The (1998) Comedy Romance
1525,Witness (1985) Drama Romance Thriller
1526,Senseless (1998) Comedy
1527,Nowhere (1997) Drama
1528,Underground (1995) War
1529,Jefferson in Paris (1995) Drama
1530,Far From Home: The Adventures of Yellow Dog (1995) Adventure Children's
1531,Foreign Student (1994) Drama
1532,I Don't Want to Talk About It (De eso no se habla) (1993) Drama
1533,Twin Town (1997) Comedy Crime
1534,Enfer                                                                                 ,L' (1994) Drama
1535,Aiqing wansui (1994) Drama
1536,Cosi (1996) Comedy
1537,All Over Me (1997) Drama
1538,Being Human (1993) Drama
1539,Amazing Panda Adventure                                                               ,The (1995) Adventure Children's
1540,Beans of Egypt                                                                        ,Maine                                                               ,The (1994) Drama
1541,Scarlet Letter                                                                        ,The (1926) Drama
1542,Johns (1996) Drama
1543,It Takes Two (1995) Comedy
1544,Frankie Starlight (1995) Drama Romance
1545,Shadows (Cienie) (1988) Drama
1546,Show                                                                                  ,The (1995) Documentary
1547,The Courtyard (1995) Action Thriller
1548,Dream Man (1995) Thriller
1549,Destiny Turns on the Radio (1995) Comedy
1550,Glass Shield                                                                          ,The (1994) Drama
1551,Hunted                                                                                ,The (1995) Action
1552,Underneath                                                                            ,The (1995) Mystery Thriller
1553,Safe Passage (1994) Drama
1554,Secret Adventures of Tom Thumb                                                        ,The (1993) Adventure Children's
1555,Condition Red (1995) Action Drama Thriller
1556,Yankee Zulu (1994) Comedy Drama
1557,Aparajito (1956) Drama
1558,Hostile Intentions (1994) Action Drama Thriller
1559,Clean Slate (Coup de Torchon) (1981) Crime
1560,Tigrero: A Film That Was Never Made (1994) Documentary Drama
1561,Eye of Vichy                                                                          ,The (Oeil de Vichy                                                  ,L') (1993) Documentary
1562,Promise                                                                               ,The (Versprechen                                                    ,Das) (1994) Romance
1563,To Cross the Rubicon (1991) Drama
1564,Daens (1992) Drama
1565,Man from Down Under                                                                   ,The (1943) Drama
1566,Careful (1992) Comedy
1567,Vermont Is For Lovers (1992) Comedy Romance
1568,Vie est belle                                                                         ,La (Life is Rosey) (1987) Comedy Drama
1569,Quartier Mozart (1992) Comedy
1570,Touki Bouki (Journey of the Hyena) (1973) Drama
1571,Wend Kuuni (God's Gift) (1982) Drama
1572,Spirits of the Dead (Tre passi nel delirio) (1968) Horror
1573,Pharaoh's Army (1995) War
1574,I                                                                                     ,Worst of All (Yo                                                    ,la peor de todas) (1990) Drama
1575,Hungarian Fairy Tale                                                                  ,A (1987) Fantasy
1576,Death in the Garden (Mort en ce jardin                                                ,La) (1956) Drama
1577,Collectionneuse                                                                       ,La (1967) Drama
1578,Baton Rouge (1988) Thriller
1579,Liebelei (1933) Romance
1580,Woman in Question                                                                     ,The (1950) Mystery
1581,T-Men (1947) Film-Noir
1582,Invitation                                                                            ,The (Zaproszenie) (1986) Drama
1583,Symphonie pastorale                                                                   ,La (1946) Drama
1584,American Dream (1990) Documentary
1585,Lashou shentan (1992) Action Crime Drama
1586,Terror in a Texas Town (1958) Western
1587,Salut cousin! (1996) Comedy Drama
1588,Schizopolis (1996) Comedy
1589,To Have                                                                               ,or Not (1995) Drama
1590,Duoluo tianshi (1995) Drama
1591,Magic Hour                                                                            ,The (1998) Drama
1592,Death in Brunswick (1991) Comedy
1593,Everest (1998) Documentary
1594,Shopping (1994) Action Thriller
1595,Nemesis 2: Nebula (1995) Action Sci-Fi Thriller
1596,Romper Stomper (1992) Action Drama
1597,City of Industry (1997) Crime Thriller
1598,Someone Else's America (1995) Drama
1599,Guantanamera (1994) Comedy
1600,Office Killer (1997) Thriller
1601,Price Above Rubies                                                                    ,A (1998) Drama
1602,Angela (1995) Drama
1603,He Walked by Night (1948) Crime Film-Noir Thriller
1604,Love Serenade (1996) Comedy
1605,Deceiver (1997) Crime
1606,Hurricane Streets (1998) Drama
1607,Buddy (1997) Adventure Children's Drama
1608,B*A*P*S (1997) Comedy
1609,Truth or Consequences                                                                 ,N.M. (1997) Action Crime Romance
1610,Intimate Relations (1996) Comedy
1611,Leading Man                                                                           ,The (1996) Romance
1612,Tokyo Fist (1995) Action Drama
1613,Reluctant Debutante                                                                   ,The (1958) Comedy Drama
1614,Warriors of Virtue (1997) Action Adventure Children's Fantasy
1615,Desert Winds (1995) Drama
1616,Hugo Pool (1997) Romance
1617,King of New York (1990) Action Crime
1618,All Things Fair (1996) Drama
1619,Sixth Man                                                                             ,The (1997) Comedy
1620,Butterfly Kiss (1995) Thriller
1621,Paris                                                                                 ,France (1993) Comedy
1622,C r monie                                                                             ,La (1995) Drama
1623,Hush (1998) Thriller
1624,Nightwatch (1997) Horror Thriller
1625,Nobody Loves Me (Keiner liebt mich) (1994) Comedy Drama
1626,Wife                                                                                  ,The (1995) Comedy Drama
1627,Lamerica (1994) Drama
1628,Nico Icon (1995) Documentary
1629,Silence of the Palace                                                                 ,The (Saimt el Qusur) (1994) Drama
1630,Slingshot                                                                             ,The (1993) Comedy Drama
1631,Land and Freedom (Tierra y libertad) (1995) War
1632,k ldum klaka (Cold Fever) (1994) Comedy Drama
1633,Etz Hadomim Tafus (Under the Domin Tree) (1994) Drama
1634,Two Friends (1986) Drama
1635,Brothers in Trouble (1995) Drama
1636,Girls Town (1996) Drama
1637,Normal Life (1996) Crime Drama
1638,Bitter Sugar (Azucar Amargo) (1996) Drama
1639,Eighth Day                                                                            ,The (1996) Drama
1640,Dadetown (1995) Documentary
1641,Some Mother's Son (1996) Drama
1642,Angel Baby (1995) Drama
1643,Sudden Manhattan (1996) Comedy
1644,Butcher Boy                                                                           ,The (1998) Drama
1645,Men With Guns (1997) Action Drama
1646,Hana-bi (1997) Comedy Crime Drama
1647,Niagara                                                                               ,Niagara (1997) Drama
1648,Big One                                                                               ,The (1997) Comedy Documentary
1649,Butcher Boy                                                                           ,The (1998) Drama
1650,Spanish Prisoner                                                                      ,The (1997) Drama Thriller
1651,Temptress Moon (Feng Yue) (1996) Romance
1652,Entertaining Angels: The Dorothy Day Story (1996) Drama
1653,Chairman of the Board (1998) Comedy
1654,Favor                                                                                 ,The (1994) Comedy Romance
1655,Little City (1998) Comedy Romance
1656,Target (1995) Action Drama
1657,Substance of Fire                                                                     ,The (1996) Drama
1658,Getting Away With Murder (1996) Comedy
1659,Small Faces (1995) Drama
1660,New Age                                                                               ,The (1994) Drama
1661,Rough Magic (1995) Drama Romance
1662,Nothing Personal (1995) Drama War
1663,8 Heads in a Duffel Bag (1997) Comedy
1664,Brother's Kiss                                                                        ,A (1997) Drama
1665,Ripe (1996) Drama
1666,Next Step                                                                             ,The (1995) Drama
1667,Wedding Bell Blues (1996) Comedy
1668,MURDER and murder (1996) Crime Drama Mystery
1669,Tainted (1998) Comedy Thriller
1670,Further Gesture                                                                       ,A (1996) Drama
1671,Kika (1993) Drama
1672,Mirage (1995) Action Thriller
1673,Mamma Roma (1962) Drama
1674,Sunchaser                                                                             ,The (1996) Drama
1675,War at Home                                                                           ,The (1996) Drama
1676,Sweet Nothing (1995) Drama
1677,Mat' i syn (1997) Drama
1678,B. Monkey (1998) Romance Thriller
1679,Sliding Doors (1998) Drama Romance
1680,You So Crazy (1994) Comedy
1681,Scream of Stone (Schrei aus Stein) (1991) Drama
