,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
35689,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35690,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35691,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35692,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
35694,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
35695,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
35696,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
35697,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35698,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35699,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35700,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35701,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35702,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
35703,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
35704,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
35705,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
35706,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35707,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35708,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35709,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35710,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35711,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
35713,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
35714,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
35715,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
35716,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35717,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35718,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35719,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35720,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
35722,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
35723,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
35724,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
35725,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35726,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35727,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35728,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35729,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35730,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35731,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
35732,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
35733,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
35734,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
35735,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35736,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35737,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35738,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35739,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35740,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
35741,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
35742,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
35743,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
35744,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35745,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35746,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35747,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35748,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35749,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35750,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
35751,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
35752,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
35753,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
35754,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35755,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35756,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35757,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35758,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
35760,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
35761,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
35762,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
35763,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35764,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35765,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35766,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35767,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35768,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35769,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
35770,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
35771,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
35772,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
35773,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35774,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35775,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35776,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35777,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
35779,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
35780,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
35781,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
35782,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35783,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35784,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35785,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35786,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35787,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35788,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
35789,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
35790,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
35791,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
35792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35794,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35797,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35798,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35799,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35800,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35807,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35808,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35809,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35810,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35812,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
35813,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35814,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35815,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35816,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
35820,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
35821,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
35822,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
35823,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35824,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35825,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35829,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
35830,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
35831,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
35832,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35833,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35834,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35835,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
35839,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
35840,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
35841,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
35842,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35843,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35844,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35845,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35848,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
35849,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
35850,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
35851,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35852,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35853,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35854,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
35858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35859,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35860,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35864,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35865,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35869,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35870,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35873,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35874,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35878,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35879,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35883,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35884,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35888,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35890,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35892,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35893,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35894,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35897,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35898,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35902,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35903,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35907,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35908,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35911,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35912,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35913,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35916,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35917,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35921,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35922,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35926,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35927,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35930,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35931,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35932,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35935,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35936,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35940,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35941,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35945,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35946,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35949,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35950,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35954,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35955,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35959,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35960,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35964,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35965,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35968,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35969,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35973,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35974,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35978,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35979,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35983,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35987,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35988,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35992,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35993,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35994,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35995,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35996,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35997,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
35998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
